Programmatic Name,Velocity Register
str_sys_locCity,4888
str_sys_locState,4889
str_sys_locZipCode,4890
str_sys_locContactPerson,4891
str_sys_locPhoneNumber,4892
str_sys_locPhoneExtension,4893
str_sys_locCellPhoneNumber,4894
str_sys_locFaxNumber,4895
str_sys_locEMailAddress,4896
str_bat_batteryName,4897
val_bat_batteryRating,4898
val_bstg_tmp_ambientTemperature,4899
val_bstg_ep_overallVoltage,4900
val_bstg_ec_stringCurrent,4901
val_bstg_ec_floatCurrent,4902
val_bstg_ec_rippleCurrent,4903
val_bstg_totalActiveAlarmsOnString,4904
st_bstg_resetAlarmsOnString,4905
evt_bstg_lowAmbientTemperature,4906
evt_bstg_highAmbientTemperature,4907
evt_bstg_lowOverallVoltage,4908
evt_bstg_highOverallVoltage,4909
evt_bstg_highStringCurrent,4910
evt_bstg_lowFloatCurrent,4911
evt_bstg_highFloatCurrent,4912
evt_bstg_highRippleCurrent,4913
evt_bstg_dischargeDetected,4914
evt_bstg_dischargeMaxTimeExceeded,4915
evt_bstg_dischargeLowOverallVoltage,4916
evt_bstg_dischargeLowCellVoltage,4917
evt_bstg_DischargeHighStringCurrent,4918
evt_bstg_maxCellToCellTemperatureDeviationExceeded,4919
evt_bstg_maxCellToAmbientTemperatureDeviationExceeded,4920
val_bstg_tmp_ambientTemperatureLowGlobalThreshold,4921
val_bstg_tmp_ambientTemperatureHighGlobalThreshold,4922
val_bstg_ep_overallVoltageLowThreshold,4923
val_bstg_ep_overallVoltageHighThreshold,4924
val_bstg_ec_stringCurrentHighThreshold,4925
val_bstg_ec_floatCurrentLowThreshold,4926
val_bstg_ec_floatCurrentHighThreshold,4927
val_bstg_ec_rippleCurrentHighThreshold,4928
val_bstg_ep_cellVoltageLowGlobalThreshold,4929
val_bstg_ep_cellVoltageHighGlobalThreshold,4930
val_bstg_tmp_cellTemperatureLowGlobalThreshold,4931
val_bstg_tmp_cellTemperatureHighGlobalThreshold,4932
val_bstg_internalResistanceLowGlobalThreshold,4933
val_bstg_internalResistanceHighGlobalThreshold,4934
val_bstg_interCellResistanceHighGlobalThreshold,4935
val_bstg_interTierResistanceHighGlobalThreshold,4936
val_bstg_tmp_maxCellToCellTemperatureDeviationThreshold,4937
val_bstg_tmp_maxCellToAmbientTemperatureDeviationThreshold,4938
str_bstg_stringName,4939
val_bstg_tm_installationDate,4940
str_bstg_cellMonoblocModelNumber,4941
str_bstg_cellMonoblocManufacturer,4942
val_bstg_cellMonoblocRating,4943
st_bstg_dischargeStatus,4944
val_bstg_tm_stringTimeToGo,4945
val_bstg_ampHoursRemainingOnString,4946
val_bstg_tm_discharge,4947
val_bstg_ep_lowCellVoltageDuringDischargeThreshold,4948
val_bstg_ep_lowOverallVoltageDuringDischargeThreshold,4949
val_bstg_ec_stringCurrentHighDuringDischargeThreshold,4950
val_bstg_tm_maxDischargeTimeAllowedThreshold,4951
str_bstg_startupEngineerName,4952
str_bstg_startupCompanyName,4953
str_bstg_startupCompanyStreetAddress,4954
str_bstg_startupCompanyCity,4955
str_bstg_startupCompanyState,4956
str_bstg_startupCompanyZipCode,4957
str_bstg_startupEngineerPhoneNumber,4958
str_bstg_startEngineerEMailAddress,4959
str_bstg_startupPOnumber,4960
val_bstg_tm_startupDate,4961
val_cell_ep_cellVoltage,4962
val_cell_tmp_cellTemperature,4963
evt_cell_lowCellVoltage,4964
evt_cell_highCellVoltage,4965
evt_cell_lowCellTemperature,4966
evt_cell_highCellTemperature,4967
evt_cell_lowInternalCellResistance,4968
evt_cell_highInternalCellResistance,4969
evt_cell_highInterCellResistance,4970
val_cell_ep_cellVoltageLowThreshold,4971
val_cell_ep_cellVoltageHighThreshold,4972
val_cell_tmp_cellTemperatureLowThreshold,4973
val_cell_tmp_cellTemperatureHighThreshold,4974
val_cell_internalResistanceLowThreshold,4975
val_cell_internalResistanceHighThreshold,4976
val_cell_interCellResistanceHighThreshold,4977
evt_it_highInterTierResistance,4978
val_it_interTierResistanceHighThreshold,4979
evt_clng_flowLossSupplyCW,4980
val_clng_tmp_supRfgSetPt,4981
val_clng_tmp_supRfgBand1,4982
evt_clng_tmpSupRfgOverBand1,4983
st_clng_tmpSupRfgOverBandEnbl_1,4984
st_clng_tmpSupRfgOverBandType1,4985
evt_clng_tmpSupRfgUnderBand1,4986
st_clng_tmpSupRfgUnderBandEnbl_1,4987
st_clng_tmpSupRfgUnderBandType1,4988
val_clng_tmp_supRfgBand2,4989
evt_clng_tmpSupRfgOverBand2,4990
st_clng_tmpSupRfgOverBandEnbl_2,4991
st_clng_tmpSupRfgOverBandType2,4992
evt_clng_tmpSupRfgUnderBand2,4993
st_clng_tmpSupRfgUnderBandEnbl_2,4994
st_clng_tmpSupRfgUnderBandType2,4995
evt_pump_inverterShortCycle1,4996
st_pump_inverterShortCycleEnable1,4997
st_pump_inverterShortCycleType1,4998
evt_pump_inverterShortCycle2,4999
st_pump_inverterShortCycleEnable2,5000
st_pump_inverterShortCycleType2,5001
val_sys_tmp_airSupply,5002
val_sys_tmp_airRet,5003
val_sys_tmp_dewPntRet,5004
val_ext_tmp_remSnsrMin,5005
val_ext_tmp_remSnsrMax,5006
val_ext_tmp_remSnsrAvg,5007
val_sys_tmp_airSetPt,5008
val_sys_tmp_airCoolingPropBand,5009
val_sys_tmp_airHeatingPropBand,5010
val_sys_tmp_airDeadBand,5011
st_sys_tmpSnsrAirControl,5012
st_ext_tmpRemSnsrCalc,5013
val_sys_tmp_airSupplyOverThrshld,5014
evt_sys_tmpAirSupplyOver,5015
st_sys_tmpAirSupplyOverEnable,5016
st_sys_tmpAirSupplyOverType,5017
val_sys_tmp_airSupplyUnderThrshld,5018
evt_sys_tmpAirSupplyUnder,5019
st_sys_tmpAirSupplyUnderEnable,5020
st_sys_tmpAirSupplyUnderType,5021
val_sys_tmp_airRetOverThrshld,5022
evt_sys_tmpAirRetOver,5023
st_sys_tmpAirRetOverEnable,5024
st_sys_tmpAirRetOverType,5025
evt_sys_snsrSupplyAirIssue,5026
val_sys_rh_airSupply,5027
val_sys_rh_airRet,5028
val_sys_rh_setPt,5029
val_sys_rh_hmdPropBand,5030
val_sys_rh_dhmdPropBand,5031
val_sys_rh_deadBand,5032
val_sys_rh_airRetOverThrshld,5033
evt_sys_rhAirRetOver,5034
val_sys_rh_airRetUnderThrshld,5035
evt_sys_rhAirRetUnder,5036
evt_hmd_hrsExceeded,5037
evt_dhmd_hrsExceeded,5038
evt_hmd_ecUnder,5039
evt_hmd_ecOver,5040
evt_hmd_waterLevelLow,5041
evt_hmd_cylinderWorn,5042
evt_hmd_issue,5043
evt_ext_hmdLockout,5044
evt_sys_hmdCtrlBdNotDetected,5045
evt_sys_rh_outOfPropBand,5046
st_fan_controlMode,5047
val_fan_tmp_propBand,5048
val_fan_pct_manSetPt,5049
val_fan_pct_maxSetPt,5050
val_fan_pct_minSetPt,5051
st_fan_snsrSpeedControl,5052
evt_sys_flowLossAir,5053
evt_fan_hrsExceeded,5054
evt_fan_issueTop,5055
evt_fan_issueBottom,5056
str_ext_remSnsrName,5057
st_ext_remSnsrFunc,5058
val_ext_tmp_remSnsr,5059
evt_ext_remSnsrIssue,5060
evt_comp_prsHigh1,5061
evt_comp_prsLow1,5062
evt_comp_hrsExceeded1,5063
evt_comp_tmpSnsrDigScroll_1,5064
evt_comp_tmpDigScrollOver1,5065
evt_comp_lowPrsXdcrIssue1,5066
evt_ext_compLockout,5067
evt_heat_tmpOver,5068
evt_heat_hrsExceeded1,5069
evt_ext_reheatLockout,5070
evt_cndsr_issue1,5071
evt_cndsr_vfdIssue,5072
evt_cndsr_tvssIssue,5073
st_sys_operatingReason,5074
val_ext_tm_bmsTimeout,5075
val_sys_pct_opEff,5076
val_fan_pct_speed,5077
val_comp_pct_utlztn,5078
val_dhmd_pct_utlztn,5079
val_heat_pct_utlztn,5080
val_hmd_pct_utlztn,5081
st_ext_flowLossEnable,5082
st_ext_flowLossType,5083
st_ext_reheatLockoutEnable,5084
st_ext_reheatLockoutType,5085
st_ext_hmdLockoutEnable,5086
st_ext_hmdLockoutType,5087
st_ext_compLockoutEnable,5088
st_ext_compLockoutType,5089
st_ext_overTempEnable,5090
st_ext_overTempType,5091
st_cndsr_vfdIssueEnable,5092
st_cndsr_vfdIssueType,5093
st_cndsr_tvssIssueEnable,5094
st_cndsr_tvssIssueType,5095
st_cndsr_issueEnable1,5096
st_cndsr_issueType1,5097
st_ext_inpContactEnable02,5098
st_ext_inpContactType02,5099
st_ext_inpContactEnable03,5100
st_ext_inpContactType03,5101
st_ext_inpContactEnable04,5102
st_ext_inpContactType04,5103
evt_ext_overTemp,5104
evt_ext_flowLoss,5105
evt_ext_cndsrPumpHighWater,5106
evt_ext_stdbyGlycolPumpOn,5107
evt_ext_fireDetect,5108
evt_sys_unitOn,5109
evt_sys_unitOff,5110
evt_sys_unitStandby,5111
evt_sys_partialShutdown,5112
evt_sys_shutdown,5113
evt_sys_snsrWaterLeakDetectIssue,5114
evt_ext_bmsCommTimeout,5115
evt_sys_maintDue,5116
evt_sys_maintCompleted,5117
evt_sys_cloggedAirFilter,5118
evt_sys_ramBatteryIssue,5119
evt_sys_masterCommLost,5120
evt_sys_highPwrShutdown,5121
st_ext_cndsrPumpHighWaterEnable,5122
st_ext_cndsrPumpHighWaterType,5123
st_comp_tmpDigScrollOverEnable1,5124
st_comp_tmpDigScrollOverType1,5125
evt_comp_tmpDigScrollOver2,5126
st_comp_tmpDigScrollOverEnable2,5127
st_comp_tmpDigScrollOverType2,5128
st_ext_stdbyGlycolPumpOnEnable,5129
st_ext_stdbyGlycolPumpOnType,5130
st_hmd_issueEnable,5131
st_hmd_issueType,5132
st_sys_masterCommLostEnable,5133
st_sys_masterCommLostType,5134
st_sys_cloggedAirFilterEnable,5135
st_sys_cloggedAirFilterType,5136
st_sys_rhAirRetOverEnable,5137
st_sys_rhAirRetOverType,5138
st_sys_rhAirRetUnderEnable,5139
st_sys_rhAirRetUnderType,5140
st_sys_highPwrShutdownEnable,5141
st_sys_highPwrShutdownType,5142
st_sys_onOffCtrl,5143
evt_sys_outOfUf,5144
evt_mms_modAlarmActive,5145
evt_comp_pumpDownIssue,5146
evt_sys_snsrRetAirIssue,5147
evt_comp_highPrsXdcrIssue,5148
evt_bat_notQualified,5149
evt_bat_reverse,5150
evt_bat_converterFail,5151
evt_inv_ssSCROpen,5152
evt_load_sharingFault,5153
evt_dcb_ep_abnormal,5154
evt_sys_inpNeutralLost,5155
evt_sys_loadImpactTransfer,5156
evt_sys_userOperationInvalid,5157
evt_power_sub_module_fault,5158
val_sys_ec_outCreFactPhsA,5159
val_sys_ec_outCreFactPhsB,5160
val_sys_ec_outCreFactPhsC,5161
str_sys_inpBusLabel,5162
str_sys_outBusLabel,5163
val_sys_ec_outRmsPhsN,5164
val_sys_ec_outRmsGnd,5165
val_sys_enrg_out,5166
val_sys_na_pwrFactOut,5167
val_sys_pct_ecOutRating,5168
val_sys_pct_epThdOutPhsA,5169
val_sys_pct_epThdOutPhsB,5170
val_sys_pct_epThdOutPhsC,5171
val_sys_pct_ecThdOutPhsA,5172
val_sys_pct_ecThdOutPhsB,5173
val_sys_pct_ecThdOutPhsC,5174
val_sys_ec_outKFactPhsA,5175
val_sys_ec_outKFactPhsB,5176
val_sys_ec_outKFactPhsC,5177
evt_sys_epOutOverLimit,5178
evt_sys_epOutUnderLimit,5179
evt_sys_ecOutOverLimit,5180
evt_sys_ecNeutOverLimit,5181
evt_sys_ecGndOverLimit,5182
evt_sys_epThdOutOverLimit,5183
evt_sys_freqOutErr,5184
evt_sys_tmpXfmrOverLimit,5185
str_pnl_label,5186
val_pnl_ep_rmsPhsAB,5187
val_pnl_ep_rmsPhsBC,5188
val_pnl_ep_rmsPhsCA,5189
val_pnl_ep_rmsPhsAN,5190
val_pnl_ep_rmsPhsBN,5191
val_pnl_ep_rmsPhsCN,5192
val_pnl_ec_rmsPhsA,5193
val_pnl_ec_rmsPhsB,5194
val_pnl_ec_rmsPhsC,5195
val_pnl_ec_rmsPhsN,5196
val_pnl_ec_rmsGnd,5197
val_pnl_ap_out,5198
val_pnl_pwr_out,5199
val_pnl_enrg_out,5200
val_pnl_na_pwrFact,5201
val_pnl_pct_ecRating,5202
val_pnl_pct_epThdPhsA,5203
val_pnl_pct_epThdPhsB,5204
val_pnl_pct_epThdPhsC,5205
val_pnl_pct_ecThdPhsA,5206
val_pnl_pct_ecThdPhsB,5207
val_pnl_pct_ecThdPhsC,5208
val_pnl_ec_creFactPhsA,5209
val_pnl_ec_creFactPhsB,5210
val_pnl_ec_creFactPhsC,5211
evt_pnl_summaryStatus,5212
evt_pnl_epOverLimit,5213
evt_pnl_epUnderLimit,5214
evt_pnl_ecPhsOverLimit,5215
evt_pnl_ecNeutOverLimit,5216
evt_pnl_ecGndOverLimit,5217
str_brnch_label,5218
val_brnch_ec_rmsL1,5219
val_brnch_ec_rmsL2,5220
val_brnch_ec_rmsL3,5221
val_brnch_pwr_out,5222
val_brnch_enrg_out,5223
val_brnch_na_pwrFctr,5224
val_brnch_pct_ecRating,5225
evt_brnch_ecOverLimit,5226
evt_brnch_ecUnderLimit,5227
str_subf_label,5228
val_subf_ec_rmsPhsA,5229
val_subf_ec_rmsPhsB,5230
val_subf_ec_rmsPhsC,5231
val_subf_ec_rmsPhsN,5232
val_subf_ec_rmsGnd,5233
val_subf_ap_out,5234
val_subf_pwr_out,5235
val_subf_enrg_out,5236
val_subf_na_pwrFact,5237
val_subf_pct_ecRating,5238
val_subf_pct_ecThdPhsA,5239
val_subf_pct_ecThdPhsB,5240
val_subf_pct_ecThdPhsC,5241
val_subf_ec_creFactPhsA,5242
val_subf_ec_creFactPhsB,5243
val_subf_ec_creFactPhsC,5244
evt_subf_ecPhsOverLimit,5245
evt_subf_ecNeutOverLimit,5246
evt_subf_ecGndOverLimit,5247
str_sys_pgmableEvtName,5248
evt_sys_pgmableEvtState,5249
val_sys_crstf_ecOutPhsA,5250
val_sys_crstf_ecOutPhsB,5251
val_sys_crstf_ecOutPhsC,5252
st_rem_rcpTypeExpanded,5253
val_rem_ec,5254
val_rem_ecAvailThrshldAlarm,5255
val_rem_ecUtlztnRating,5256
val_rem_pct_ecThrshldUnderAlarm,5257
val_rem_pct_ecThrshldOverWarn,5258
val_rem_pct_ecThrshldOverAlarm,5259
st_rcp_typeExpanded,5260
st_rem_lineSources,5261
val_comp_tmp_airShutDownLoThrshd,5262
evt_comp_notStopping,5263
st_comp_op,5264
st_comp_capacityCtrl,5265
val_comp_prs_head,5266
val_comp_tm_op,5267
val_comp_tm_opThreshold,5268
evt_comp_hrsExceeded,5269
evt_comp_prsHigh,5270
evt_comp_prsLow,5271
evt_comp_thermOverload,5272
evt_comp_prsOilLow,5273
evt_comp_prsOverThrshld,5274
evt_comp_prsDiffLoss,5275
val_cndsr_pct_fanSpeed,5276
evt_cndsr_fanIssue,5277
evt_cndsr_prsLowRfg,5278
val_clng_prs_fluid,5279
evt_clng_prsFluidLow,5280
val_clng_tmp_fluCoolingPropBand,5281
val_clng_tmp_supFluSetPtActual,5282
val_clng_tmp_supFluSetPt1,5283
val_clng_tmp_supFluSetPt2,5284
val_clng_tmp_supFluOverThrshld2,5285
val_clng_tmp_supFluUnderThrshld,5286
val_clng_tmp_supFluUnderThrshld2,5287
val_clng_tmp_retFlu,5288
val_clng_tmp_retFluOverThrshld,5289
val_clng_tmp_retFluOverThrshld2,5290
val_clng_tmp_retFluUnderThrshld,5291
val_clng_tmp_retFluUnderThrshld2,5292
evt_clng_tmpRetFluOver,5293
evt_clng_tmpRetFluUnder,5294
evt_clng_snsrRetFluIssue,5295
evt_clng_snsrRetFluIssueTeam,5296
evt_pump_flowLossAll,5297
val_pump_tm_op,5298
val_pump_tm_opThreshold,5299
evt_pump_hrsExceeded,5300
val_sys_tmp_FCFluidAirDeltaExt,5301
st_sys_statusFC,5302
val_valv_pct_posFC,5303
val_valv_tm_opFC,5304
val_valv_tm_opThresholdFC,5305
evt_valv_hrsExceededFC,5306
val_evap_tmp_retFlu,5307
evt_evap_snsrInletIssue,5308
evt_evap_snsrInletIssueTeam,5309
evt_evap_tmpFluOutFreezeAutoRst,5310
evt_evap_tmpFluOutFreezeManRst,5311
val_clng_tmp_supBrineSetPt,5312
val_clng_tmp_supHotWtrSetPt,5313
val_sys_na_standbyUnits,5314
evt_sys_subgroupEvtWhileCommLoss,5315
st_comp_prsHighEnable,5316
st_comp_prsHighType,5317
st_comp_prsLowEnable,5318
st_comp_prsLowType,5319
st_comp_thermOverloadEnable,5320
st_comp_thermOverloadType,5321
st_rem_capabilitiesExtended,5322
st_rcp_capabilitiesExtended,5323
st_sys_tmpAirCtrlType,5324
val_sys_tmp_airPropBand,5325
val_sys_tm_tmpAirCtrlIntegral,5326
val_ext_tmp_airDailyHigh,5327
val_ext_tm_tmpAirDailyHigh,5328
val_ext_tmp_airDailyLow,5329
val_ext_tm_tmpAirDailyLow,5330
val_sys_tmp_airSupplySetPt,5331
st_sys_tmpSnsrSupplyAirControl,5332
val_sys_tmp_airRetSetPt,5333
val_sys_tmp_airRetUnderThrshld,5334
evt_sys_tmpAirRetUnder,5335
val_ext_tmp_airC,5336
val_ext_tmp_airOverThrshldA,5337
val_ext_tmp_airUnderThrshldA,5338
val_sys_rh_retSetPt,5339
st_sys_hmdPropCtrlType,5340
val_sys_rh_propBand,5341
val_sys_tm_hmdPropCtrlIntegral,5342
val_ext_pct_hmdDailyHigh,5343
val_ext_tm_hmdDailyHigh,5344
val_ext_pct_hmdDailyLow,5345
val_ext_tm_hmdDailyLow,5346
val_ext_pct_hmdtyAirC,5347
val_ext_rh_airOverThrshldA,5348
evt_ext_rhAirOverA,5349
val_ext_rh_airUnderThrshldA,5350
evt_ext_rhAirUnderA,5351
evt_comp_shortCycle,5352
val_comp_tmp_dschgDigScr,5353
evt_comp_tmpSnsrDschgDigScr,5354
evt_comp_tmpDigScrollOver,5355
val_sys_tmp_FCFluidAirDeltaInt,5356
st_sys_controlModeFCInt,5357
val_clng_tmp_fluidFC,5358
st_clng_tmpCWMinSetPtEnable,5359
val_clng_tmp_cWMinSetPt,5360
evt_ext_FCLockout,5361
evt_clng_snsrFCIssue,5362
val_valv_tm_opHWHG,5363
val_valv_tm_opThresholdHWHG,5364
evt_valv_hrsExceededHWHG,5365
val_heat_tm_op,5366
val_heat_tm_opThrshld,5367
evt_heat_hrsExceeded,5368
val_hmd_tm_op,5369
val_hmd_tm_opThrshld,5370
val_dhmd_tm_op,5371
val_dhmd_tm_opThrshld,5372
st_fan_controlModeExp,5373
val_fan_tm_op,5374
val_fan_tm_opThreshold,5375
evt_fan_mainOverload,5376
evt_cndsr_issue,5377
val_inp_na_analog,5378
val_valv_pct_FC,5379
val_valv_pct_HWHG,5380
st_fan_opState,5381
st_sys_opStateCooling,5382
st_sys_opStateFC,5383
st_sys_opStateMaintTrack,5384
st_heat_opStateHWHG,5385
st_heat_opStateElectric,5386
st_dhmd_opState,5387
st_hmd_opState,5388
st_ext_FCLockoutEnable,5389
st_ext_FCLockoutType,5390
st_ext_stdbyUnitOnEnable,5391
st_ext_stdbyUnitOnType,5392
st_ext_airBlowerLossEnable,5393
st_ext_airBlowerLossType,5394
st_comp_pumpDownIssueEnable,5395
st_comp_pumpDownIssueType,5396
st_comp_shortCycleEnable,5397
st_comp_shortCycleType,5398
st_comp_tmpDschgDigScrOverEnable,5399
st_comp_tmpDschgDigScrOverType,5400
st_ext_snsrAirEventsEnableA,5401
st_sys_snsrRetAirEventsEnable,5402
st_ext_rhAirOverEnableA,5403
st_ext_rhAirOverTypeA,5404
st_ext_rhAirUnderEnableA,5405
st_ext_rhAirUnderTypeA,5406
st_sys_tmpAirRetUnderEnable,5407
st_sys_tmpAirRetUnderType,5408
st_fan_hrsExceededEnable,5409
st_fan_hrsExceededType,5410
st_fan_mainOverloadEnable,5411
st_fan_mainOverloadType,5412
st_cndsr_issueEnable,5413
st_cndsr_issueType,5414
evt_ext_airBlowerLoss,5415
evt_ext_stdbyUnitOn,5416
evt_sys_digOutBdNotDetected,5417
evt_sys_missingUnitCode,5418
evt_sys_unitCommLost,5419
st_pnl_type,5420
val_brnch_breakerPosition,5421
evt_sys_hiTempEPO,5422
evt_auxTooManySensors,5423
st_pdu_moduleTypeExtended,5424
str_aux_sensorSerialNumber,5425
str_aux_tmpSensorLabelUsrAssign,5426
str_aux_tmpSensorAssetTag01,5427
str_aux_tmpSensorAssetTag02,5428
str_aux_hmdSensorLabelUsrAssign,5429
str_aux_hmdSensorAssetTag01,5430
str_aux_hmdSensorAssetTag02,5431
evt_xfmr_hiTempEpo,5432
evt_xfmr_tmpOverLimit,5433
evt_xfmr_tempSensorFailed,5434
st_bstg_resetAckAlarmsOnString,5435
evt_bstg_lowAmbientTemperature2,5436
evt_bstg_highAmbientTemperature2,5437
evt_bstg_thermalRunawayDetected,5438
evt_bstg_equalizeMode,5439
evt_bstg_offlineMode,5440
st_bstg_commissionedStatus,5441
evt_cell_dischargeLowCellVoltage,5442
val_cell_internalResistance,5443
val_cell_interCellResistance,5444
